Year,Month,scenario,temperature
2009,3,historical,5.777458668
2009,4,historical,8.34236908
2009,5,historical,11.3346405
2009,6,historical,14.35212421
2009,7,historical,17.0764637
2009,8,historical,18.26461029
2009,9,historical,16.9552002
2009,10,historical,14.60375881
2009,11,historical,12.26865101
2009,12,historical,9.012817383
2010,1,historical,5.372740746
2010,2,historical,4.077969551
2010,3,historical,4.656576157
2010,4,historical,7.299186707
2010,5,historical,9.982901573
2010,6,historical,13.3102417
2010,7,historical,16.70035172
2010,8,historical,17.56511497
2010,9,historical,16.19769859
2010,10,historical,14.14595604
2010,11,historical,10.95875645
2010,12,historical,6.234472752
2011,1,historical,4.850758553
2011,2,historical,5.212569714
2011,3,historical,5.719484806
2011,4,historical,8.516165733
2011,5,historical,11.69620323
2011,6,historical,14.40077305
2011,7,historical,16.29531479
2011,8,historical,17.034729
2011,9,historical,16.39685249
2011,10,historical,14.7840538
2011,11,historical,12.47284698
2011,12,historical,8.956021309
2012,1,historical,7.107910156
2012,2,historical,4.885202408
2012,3,historical,6.041357994
2012,4,historical,7.905747414
2012,5,historical,10.38956928
2012,6,historical,13.44557667
2012,7,historical,16.08586693
2012,8,historical,17.88313675
2012,9,historical,16.8398571
2012,10,historical,13.83625507
2012,11,historical,10.73892975
2012,12,historical,7.71693182
2013,1,historical,6.452045918
2013,2,historical,4.956857681
2013,3,historical,4.09115696
2013,4,historical,5.071022034
2013,5,historical,8.924549103
2013,6,historical,12.23742867
2013,7,historical,15.7944355
2013,8,historical,17.85222816
2013,9,historical,16.95451355
2013,10,historical,14.62140274
2013,11,historical,11.34130669
2013,12,historical,8.236865997
2014,1,historical,7.501192093
2014,2,historical,7.083074093
2014,3,historical,7.48934269
2014,4,historical,9.366195679
2014,5,historical,12.06761074
2014,6,historical,15.17433834
2014,7,historical,17.61735153
2014,8,historical,18.3293972
2014,9,historical,17.48326683
2014,10,historical,15.80524063
2014,11,historical,12.94299889
2014,12,historical,9.177445412
2015,1,historical,6.8471651080000004
2015,2,historical,5.633166313
2015,3,historical,5.956305027
2015,4,historical,7.725296974
2015,5,historical,10.67340088
2015,6,historical,13.45378494
2015,7,historical,16.48058891
2015,8,historical,17.63381195
2015,9,historical,16.48361969
2015,10,historical,14.36576366
2015,11,historical,12.22180843
2015,12,historical,9.843605995
2016,1,historical,8.268261909
2016,2,historical,7.108678818
2016,3,historical,6.519729614
2016,4,historical,8.266379356
2016,5,historical,10.77215004
2016,6,historical,14.13968086
2016,7,historical,16.86832619
2016,8,historical,18.35692787
2016,9,historical,18.82243156
2016,10,historical,15.55530071
2016,11,historical,11.6198473
2016,12,historical,8.741760254
2017,1,historical,6.497248173
2017,2,historical,5.634370327
2017,3,historical,6.778354168
2017,4,historical,8.955688477
2017,5,historical,11.34241295
2017,6,historical,15.18756676
2017,7,historical,17.6715126
2017,8,historical,18.36107254
2017,9,historical,17.21121597
2017,10,historical,14.97606564
2017,11,historical,11.64225578
2017,12,historical,7.936380386
2018,1,historical,6.465556622
2018,2,historical,5.544045925
2018,3,historical,4.281391621
2018,4,historical,6.936476707
2018,5,historical,10.75844955
2018,6,historical,14.64610577
2018,7,historical,17.81598282
2018,8,historical,19.29794312
2018,9,historical,17.63835335
2018,10,historical,14.36976528
2018,11,historical,11.70774078
2018,12,historical,9.151117325
2019,1,historical,7.088950157
2019,2,historical,6.134572029
2019,3,historical,7.063904762
2019,4,historical,8.814171791
2019,5,historical,11.314291
2019,6,historical,14.60702801
2019,7,historical,17.37417221
2019,8,historical,18.71311378
2019,9,historical,17.51757622
2019,10,historical,15.01301765
2019,11,historical,11.59742928
2019,12,historical,8.873211861
2020,1,historical,7.66330719
2020,2,historical,6.973277092
2020,3,historical,7.012852669
2020,4,historical,8.388180733
2020,5,historical,11.25397587
2020,6,historical,14.40930748
2020,7,historical,16.63770294
2020,8,historical,18.92661095
2020,9,historical,17.61056709
2020,10,historical,14.37946129
2020,11,historical,11.97118473
2020,12,historical,9.332306862
2021,1,historical,6.851955414
2021,2,historical,5.12219429
2021,3,historical,5.721496582
2021,4,historical,7.120631695
2021,5,historical,9.748437881
2021,6,historical,14.06567669
2021,7,historical,16.54363823
2021,8,historical,17.49016571
2021,9,historical,17.22283363
2021,10,historical,15.13332558
2021,11,historical,12.32955837
2021,12,historical,8.892771721
2022,1,historical,7.685877323
2022,2,historical,6.775377274
2022,3,historical,7.286589146
2022,4,historical,8.617494583
2022,5,historical,11.62366772
2022,6,historical,14.74354172
2022,7,historical,17.64821625
2022,8,historical,19.56302643
2022,9,historical,18.6157074
2022,10,historical,15.57048893
2022,11,historical,13.3444252
2022,12,historical,9.513949394
2023,1,historical,7.970965862
2023,2,historical,6.909663677
2023,3,historical,6.785986423
2023,4,historical,8.636415482
2023,5,historical,11.21925545
2023,6,historical,14.62217236
2023,7,historical,17.09449577
2023,8,historical,17.91104507
2023,9,historical,18.47374344
2023,10,historical,16.05213928
2023,11,historical,12.23676395
2023,12,historical,9.063727379
2024,1,historical,7.370977879
2024,2,historical,7.0357728
2024,3,historical,7.933332443
2024,4,historical,9.558338165
2024,5,historical,12.16653347
2024,6,historical,14.61301517
2024,7,historical,16.78367996
2024,8,historical,18.63516998
2024,9,historical,17.79010963
2024,10,historical,15.01714325
2024,11,historical,12.47899246
2024,12,historical,9.22262764
2025,1,SSP2-4.5,7.562457396668344
2025,2,SSP2-4.5,6.296224377137836
2025,3,SSP2-4.5,6.193009782333356
2025,4,SSP2-4.5,7.752988804499868
2025,5,SSP2-4.5,10.84972179705822
2025,6,SSP2-4.5,14.414243907924487
2025,7,SSP2-4.5,17.578467788101154
2025,8,SSP2-4.5,18.833340387413006
2025,9,SSP2-4.5,17.888076403272116
2025,10,SSP2-4.5,15.40335347835172
2025,11,SSP2-4.5,12.290339437326471
2025,12,SSP2-4.5,9.4965725808985475
2026,1,SSP2-4.5,7.708969006019366
2026,2,SSP2-4.5,6.767360989066266
2026,3,SSP2-4.5,6.82388747096786
2026,4,SSP2-4.5,8.35432245646561
2026,5,SSP2-4.5,10.8310797619677
2026,6,SSP2-4.5,14.879956636466657
2026,7,SSP2-4.5,17.894989645679534
2026,8,SSP2-4.5,18.74997118717449
2026,9,SSP2-4.5,17.97856095903857
2026,10,SSP2-4.5,15.780361559684641
2026,11,SSP2-4.5,12.4815537000128
2026,12,SSP2-4.5,9.513439071205703
2027,1,SSP2-4.5,7.441810963102142
2027,2,SSP2-4.5,6.4286479664684695
2027,3,SSP2-4.5,6.413721083248433
2027,4,SSP2-4.5,7.865780445728113
2027,5,SSP2-4.5,10.76560154366957
2027,6,SSP2-4.5,14.419591309012828
2027,7,SSP2-4.5,17.2079086332242
2027,8,SSP2-4.5,18.434644276029047
2027,9,SSP2-4.5,17.901930752157895
2027,10,SSP2-4.5,15.83508498708115
2027,11,SSP2-4.5,12.83756335298337
2027,12,SSP2-4.5,9.808355897450284
2028,1,SSP2-4.5,7.699636150444045
2028,2,SSP2-4.5,6.649488148016377
2028,3,SSP2-4.5,6.653752112958288
2028,4,SSP2-4.5,8.378227194542825
2028,5,SSP2-4.5,11.20081411501055
2028,6,SSP2-4.5,14.920699956066002
2028,7,SSP2-4.5,17.990992560748623
2028,8,SSP2-4.5,18.920501893017395
2028,9,SSP2-4.5,18.08315817520509
2028,10,SSP2-4.5,15.847086604894136
2028,11,SSP2-4.5,12.620487690887998
2028,12,SSP2-4.5,9.827770148252828
2029,1,SSP2-4.5,7.614274758330233
2029,2,SSP2-4.5,6.58447741574171
2029,3,SSP2-4.5,6.28396375614738
2029,4,SSP2-4.5,7.658046155785689
2029,5,SSP2-4.5,10.394509954901022
2029,6,SSP2-4.5,14.274130918304378
2029,7,SSP2-4.5,17.522007561216355
2029,8,SSP2-4.5,18.427383129035796
2029,9,SSP2-4.5,17.75537854045303
2029,10,SSP2-4.5,15.544895576256337
2029,11,SSP2-4.5,12.340026170359968
2029,12,SSP2-4.5,9.521024284440372
2030,1,SSP2-4.5,7.653149936719842
2030,2,SSP2-4.5,6.603375320276084
2030,3,SSP2-4.5,6.36246968544794
2030,4,SSP2-4.5,7.937044044532035
2030,5,SSP2-4.5,10.923277373554141
2030,6,SSP2-4.5,14.346653814737259
2030,7,SSP2-4.5,17.36285474085609
2030,8,SSP2-4.5,18.769926782130305
2030,9,SSP2-4.5,18.016748085175905
2030,10,SSP2-4.5,15.605581587166562
2030,11,SSP2-4.5,12.43478631128002
2030,12,SSP2-4.5,9.552689778721762
2031,1,SSP2-4.5,7.511779798911084
2031,2,SSP2-4.5,6.539451421620517
2031,3,SSP2-4.5,6.416810192532429
2031,4,SSP2-4.5,7.957031755738711
2031,5,SSP2-4.5,10.791478137628655
2031,6,SSP2-4.5,14.446754774720661
2031,7,SSP2-4.5,17.591846658296635
2031,8,SSP2-4.5,18.817016518732217
2031,9,SSP2-4.5,18.106746962271515
2031,10,SSP2-4.5,15.5594091808549
2031,11,SSP2-4.5,12.416465088188936
2031,12,SSP2-4.5,9.42569969985893
2032,1,SSP2-4.5,7.540496258470274
2032,2,SSP2-4.5,6.478037181275944
2032,3,SSP2-4.5,6.29554324996341
2032,4,SSP2-4.5,7.929884742734375
2032,5,SSP2-4.5,10.794971612267
2032,6,SSP2-4.5,14.628733011190562
2032,7,SSP2-4.5,17.30221072904807
2032,8,SSP2-4.5,18.633900051420213
2032,9,SSP2-4.5,18.016192170130367
2032,10,SSP2-4.5,15.712490137767045
2032,11,SSP2-4.5,12.561863265322515
2032,12,SSP2-4.5,9.642261917373794
2033,1,SSP2-4.5,7.686702576466171
2033,2,SSP2-4.5,6.610706786449213
2033,3,SSP2-4.5,6.499019512612773
2033,4,SSP2-4.5,7.75438527589506
2033,5,SSP2-4.5,11.144460392311897
2033,6,SSP2-4.5,14.431050611790907
2033,7,SSP2-4.5,17.440173452680057
2033,8,SSP2-4.5,18.63364979687651
2033,9,SSP2-4.5,17.74674555827641
2033,10,SSP2-4.5,15.565970504532041
2033,11,SSP2-4.5,12.628604349217532
2033,12,SSP2-4.5,9.912707080767747
2034,1,SSP2-4.5,7.700035395469229
2034,2,SSP2-4.5,6.578603236492324
2034,3,SSP2-4.5,6.680474048072046
2034,4,SSP2-4.5,8.190597964455224
2034,5,SSP2-4.5,11.102604196172905
2034,6,SSP2-4.5,14.547984695981123
2034,7,SSP2-4.5,17.66671347731843
2034,8,SSP2-4.5,18.997458520023727
2034,9,SSP2-4.5,18.189555894848997
2034,10,SSP2-4.5,16.049842406027377
2034,11,SSP2-4.5,12.761638029693415
2034,12,SSP2-4.5,9.847788847369776
2035,1,SSP2-4.5,7.680350562529299
2035,2,SSP2-4.5,6.607965076051767
2035,3,SSP2-4.5,6.701495883635015
2035,4,SSP2-4.5,8.213371547989995
2035,5,SSP2-4.5,11.208625068995733
2035,6,SSP2-4.5,14.54178354686615
2035,7,SSP2-4.5,17.835734683166407
2035,8,SSP2-4.5,18.87894929986853
2035,9,SSP2-4.5,18.04414756311182
2035,10,SSP2-4.5,15.865620977753665
2035,11,SSP2-4.5,12.632783693036552
2035,12,SSP2-4.5,9.801008767281159
2036,1,SSP2-4.5,7.632930329109679
2036,2,SSP2-4.5,6.407961018474671
2036,3,SSP2-4.5,6.567327911632512
2036,4,SSP2-4.5,8.21018598601777
2036,5,SSP2-4.5,11.446315220361747
2036,6,SSP2-4.5,15.177927835234437
2036,7,SSP2-4.5,18.01935829285011
2036,8,SSP2-4.5,19.349437446731322
2036,9,SSP2-4.5,18.344194381693846
2036,10,SSP2-4.5,15.861896749410228
2036,11,SSP2-4.5,12.81897654145274
2036,12,SSP2-4.5,9.973219352403598
2037,1,SSP2-4.5,8.10707973636541
2037,2,SSP2-4.5,6.715499210286931
2037,3,SSP2-4.5,6.636785632753567
2037,4,SSP2-4.5,8.152478348756633
2037,5,SSP2-4.5,10.950770407861576
2037,6,SSP2-4.5,14.627772465885599
2037,7,SSP2-4.5,17.435667567337408
2037,8,SSP2-4.5,18.81985080655394
2037,9,SSP2-4.5,18.40767183722674
2037,10,SSP2-4.5,16.049330532229785
2037,11,SSP2-4.5,12.854456133225316
2037,12,SSP2-4.5,10.013907576971256
2038,1,SSP2-4.5,7.92372984662464
2038,2,SSP2-4.5,6.801939864582425
2038,3,SSP2-4.5,6.885435789803367
2038,4,SSP2-4.5,8.60992203307677
2038,5,SSP2-4.5,11.430388394105751
2038,6,SSP2-4.5,14.82306604579511
2038,7,SSP2-4.5,17.814315814048815
2038,8,SSP2-4.5,18.939511063991258
2038,9,SSP2-4.5,18.262272872730442
2038,10,SSP2-4.5,16.060541729875123
2038,11,SSP2-4.5,12.749790320354153
2038,12,SSP2-4.5,9.928183259037999
2039,1,SSP2-4.5,7.670031386260202
2039,2,SSP2-4.5,6.436218821257867
2039,3,SSP2-4.5,6.703819906076029
2039,4,SSP2-4.5,8.446496218487848
2039,5,SSP2-4.5,11.507166655879235
2039,6,SSP2-4.5,14.814127649086515
2039,7,SSP2-4.5,17.549415134273357
2039,8,SSP2-4.5,18.971951352463016
2039,9,SSP2-4.5,18.10352876737109
2039,10,SSP2-4.5,16.062876155171644
2039,11,SSP2-4.5,12.870914281032066
2039,12,SSP2-4.5,9.973076637188244
2040,1,SSP2-4.5,7.943632455943844
2040,2,SSP2-4.5,6.957334320346524
2040,3,SSP2-4.5,6.946650388250141
2040,4,SSP2-4.5,8.413190860333248
2040,5,SSP2-4.5,11.201837751499689
2040,6,SSP2-4.5,15.035492605442723
2040,7,SSP2-4.5,17.589540535300653
2040,8,SSP2-4.5,18.899077388672744
2040,9,SSP2-4.5,18.303295091013542
2040,10,SSP2-4.5,15.527324370003173
2040,11,SSP2-4.5,12.340110223767256
2040,12,SSP2-4.5,9.6589065179636
2041,1,SSP2-4.5,7.740298328062087
2041,2,SSP2-4.5,6.702393299629809
2041,3,SSP2-4.5,6.622991905651621
2041,4,SSP2-4.5,8.05526846190779
2041,5,SSP2-4.5,11.015228266970173
2041,6,SSP2-4.5,14.921277173463453
2041,7,SSP2-4.5,17.9944570205811
2041,8,SSP2-4.5,19.197785523030678
2041,9,SSP2-4.5,18.05928910432775
2041,10,SSP2-4.5,15.516075874915462
2041,11,SSP2-4.5,12.351520070116894
2041,12,SSP2-4.5,9.58185815411739
2042,1,SSP2-4.5,7.5627385492447825
2042,2,SSP2-4.5,6.676864542290828
2042,3,SSP2-4.5,6.717638241161921
2042,4,SSP2-4.5,7.96598728605197
2042,5,SSP2-4.5,10.707311126344857
2042,6,SSP2-4.5,14.402004554931212
2042,7,SSP2-4.5,17.640352583257037
2042,8,SSP2-4.5,19.015987629328865
2042,9,SSP2-4.5,18.113160452239114
2042,10,SSP2-4.5,15.842096373301207
2042,11,SSP2-4.5,12.630601665327266
2042,12,SSP2-4.5,9.903117670022171
2043,1,SSP2-4.5,7.909507825983205
2043,2,SSP2-4.5,6.737301322094847
2043,3,SSP2-4.5,6.510372444957339
2043,4,SSP2-4.5,8.016544196733944
2043,5,SSP2-4.5,10.898286484794703
2043,6,SSP2-4.5,14.746626951129628
2043,7,SSP2-4.5,18.294829422182136
2043,8,SSP2-4.5,19.083534421589267
2043,9,SSP2-4.5,18.15071825492905
2043,10,SSP2-4.5,15.73147096013849
2043,11,SSP2-4.5,12.6161283839984
2043,12,SSP2-4.5,9.924266032686997
2044,1,SSP2-4.5,7.838765205088491
2044,2,SSP2-4.5,6.658900718369417
2044,3,SSP2-4.5,6.7495530314483805
2044,4,SSP2-4.5,8.393367026914374
2044,5,SSP2-4.5,11.122978674302493
2044,6,SSP2-4.5,14.813994046407723
2044,7,SSP2-4.5,17.65844376083138
2044,8,SSP2-4.5,19.08019917233483
2044,9,SSP2-4.5,18.29087416376745
2044,10,SSP2-4.5,15.80873294025407
2044,11,SSP2-4.5,12.995108335284375
2044,12,SSP2-4.5,10.129768604942615
2045,1,SSP2-4.5,8.000453066802253
2045,2,SSP2-4.5,6.941062654572859
2045,3,SSP2-4.5,6.997933119782372
2045,4,SSP2-4.5,8.415460361421065
2045,5,SSP2-4.5,11.194351657588923
2045,6,SSP2-4.5,14.69175433783019
2045,7,SSP2-4.5,17.998590834695666
2045,8,SSP2-4.5,19.10554377826342
2045,9,SSP2-4.5,18.17572562493684
2045,10,SSP2-4.5,15.763018360514582
2045,11,SSP2-4.5,12.739315546670436
2045,12,SSP2-4.5,9.938966466345741
2046,1,SSP2-4.5,7.967740051030457
2046,2,SSP2-4.5,6.739186613662084
2046,3,SSP2-4.5,6.691494218264009
2046,4,SSP2-4.5,8.09559765221929
2046,5,SSP2-4.5,10.974110959928378
2046,6,SSP2-4.5,14.77701746629234
2046,7,SSP2-4.5,17.884993091534298
2046,8,SSP2-4.5,19.204847371351487
2046,9,SSP2-4.5,18.16971506217139
2046,10,SSP2-4.5,15.983493890613524
2046,11,SSP2-4.5,12.90950275715079
2046,12,SSP2-4.5,9.919680157667424
2047,1,SSP2-4.5,7.836952695038494
2047,2,SSP2-4.5,6.596412321574553
2047,3,SSP2-4.5,6.569461149941077
2047,4,SSP2-4.5,7.936164826984312
2047,5,SSP2-4.5,11.038368470551244
2047,6,SSP2-4.5,14.705578838032482
2047,7,SSP2-4.5,18.109380607783404
2047,8,SSP2-4.5,19.337904122009952
2047,9,SSP2-4.5,18.326589466060998
2047,10,SSP2-4.5,15.734137386708879
2047,11,SSP2-4.5,12.752005189920958
2047,12,SSP2-4.5,9.961778047009824
2048,1,SSP2-4.5,7.896016407840243
2048,2,SSP2-4.5,7.021513690025343
2048,3,SSP2-4.5,7.194533798790396
2048,4,SSP2-4.5,8.474891042859227
2048,5,SSP2-4.5,11.435639210717799
2048,6,SSP2-4.5,14.98718873249122
2048,7,SSP2-4.5,18.059685527655574
2048,8,SSP2-4.5,19.469300112279154
2048,9,SSP2-4.5,18.60086072321732
2048,10,SSP2-4.5,16.386939715493227
2048,11,SSP2-4.5,13.19163632465517
2048,12,SSP2-4.5,9.912041019425397
2049,1,SSP2-4.5,7.718128783775932
2049,2,SSP2-4.5,6.926994290357542
2049,3,SSP2-4.5,6.948342135786673
2049,4,SSP2-4.5,8.258795965297152
2049,5,SSP2-4.5,11.317556787285124
2049,6,SSP2-4.5,14.965359695270179
2049,7,SSP2-4.5,18.103347275683603
2049,8,SSP2-4.5,19.316880314161896
2049,9,SSP2-4.5,18.34237793515363
2049,10,SSP2-4.5,15.939682739107248
2049,11,SSP2-4.5,12.780180351011108
2049,12,SSP2-4.5,9.922895413329337
2050,1,SSP2-4.5,7.840224061530075
2050,2,SSP2-4.5,6.453650538189453
2050,3,SSP2-4.5,6.644566581663372
2050,4,SSP2-4.5,8.371356101094515
2050,5,SSP2-4.5,11.332692695814279
2050,6,SSP2-4.5,15.107237049015636
2050,7,SSP2-4.5,17.944130561885416
2050,8,SSP2-4.5,19.17101506851849
2050,9,SSP2-4.5,17.919947827710303
2050,10,SSP2-4.5,15.893999210572087
2050,11,SSP2-4.5,12.902285659774778
2050,12,SSP2-4.5,9.917762363392113
2051,1,SSP2-4.5,8.173355706706399
2051,2,SSP2-4.5,6.993032836340214
2051,3,SSP2-4.5,6.936086592017556
2051,4,SSP2-4.5,8.177548842386404
2051,5,SSP2-4.5,11.33408711646468
2051,6,SSP2-4.5,15.031626814594116
2051,7,SSP2-4.5,17.876658018570804
2051,8,SSP2-4.5,19.149283649074825
2051,9,SSP2-4.5,18.42277255433509
2051,10,SSP2-4.5,16.287975416567164
2051,11,SSP2-4.5,13.10870154924352
2051,12,SSP2-4.5,9.94978058044726
2052,1,SSP2-4.5,7.88760647324338
2052,2,SSP2-4.5,6.611496844724992
2052,3,SSP2-4.5,6.742451824655685
2052,4,SSP2-4.5,8.292050518094435
2052,5,SSP2-4.5,11.218666636966947
2052,6,SSP2-4.5,14.982682538416324
2052,7,SSP2-4.5,18.026046408639456
2052,8,SSP2-4.5,19.428824819687822
2052,9,SSP2-4.5,18.66500180478064
2052,10,SSP2-4.5,16.566758338489635
2052,11,SSP2-4.5,13.227409931084724
2052,12,SSP2-4.5,10.204889680249655
2053,1,SSP2-4.5,8.2905920453714
2053,2,SSP2-4.5,6.822528303967665
2053,3,SSP2-4.5,6.915988179777891
2053,4,SSP2-4.5,8.334519431621839
2053,5,SSP2-4.5,11.504810848994147
2053,6,SSP2-4.5,15.075443715414035
2053,7,SSP2-4.5,18.180306088081277
2053,8,SSP2-4.5,19.45537613343449
2053,9,SSP2-4.5,18.41704736981973
2053,10,SSP2-4.5,15.966227484547758
2053,11,SSP2-4.5,12.745934332575315
2053,12,SSP2-4.5,9.63876029496381
2054,1,SSP2-4.5,7.484033944137991
2054,2,SSP2-4.5,6.428491887602403
2054,3,SSP2-4.5,6.5864874936772475
2054,4,SSP2-4.5,8.275717132479473
2054,5,SSP2-4.5,11.132244320023464
2054,6,SSP2-4.5,14.654001735950668
2054,7,SSP2-4.5,17.55655128796582
2054,8,SSP2-4.5,19.084269177892892
2054,9,SSP2-4.5,18.23110388529536
2054,10,SSP2-4.5,15.890877254756635
2054,11,SSP2-4.5,12.689442683768041
2054,12,SSP2-4.5,9.77382269181567
2055,1,SSP2-4.5,8.008265668547395
2055,2,SSP2-4.5,6.731313571474277
2055,3,SSP2-4.5,6.62274540523223
2055,4,SSP2-4.5,8.34845331046549
2055,5,SSP2-4.5,11.344985405422939
2055,6,SSP2-4.5,15.285976215560824
2055,7,SSP2-4.5,18.09917887811869
2055,8,SSP2-4.5,19.56211070156634
2055,9,SSP2-4.5,18.600697338609333
2055,10,SSP2-4.5,16.061736636911228
2055,11,SSP2-4.5,12.85354300681189
2055,12,SSP2-4.5,9.876062807449195
2056,1,SSP2-4.5,7.73481808438349
2056,2,SSP2-4.5,6.823990847385383
2056,3,SSP2-4.5,6.890134824768322
2056,4,SSP2-4.5,8.425468515687951
2056,5,SSP2-4.5,11.360311341632851
2056,6,SSP2-4.5,15.265784120575281
2056,7,SSP2-4.5,18.04677222092387
2056,8,SSP2-4.5,19.20381419966973
2056,9,SSP2-4.5,18.597744293719906
2056,10,SSP2-4.5,16.23442968078926
2056,11,SSP2-4.5,13.035952129727253
2056,12,SSP2-4.5,10.230718412831047
2057,1,SSP2-4.5,7.975124552979819
2057,2,SSP2-4.5,7.031564813002829
2057,3,SSP2-4.5,7.098802163845666
2057,4,SSP2-4.5,8.671921326750022
2057,5,SSP2-4.5,11.541021234007836
2057,6,SSP2-4.5,15.27550984627004
