Year,Month,scenario,salinity
2024,10,historical,33.97844696
2024,11,historical,33.94227982
2024,12,historical,33.78944778
2025,1,SSP1-2.6,33.84742527567424
2025,2,SSP1-2.6,33.86571543067424
2025,3,SSP1-2.6,33.791033042037874
2025,4,SSP1-2.6,33.68581122385606
2025,5,SSP1-2.6,33.579275702946966
2025,6,SSP1-2.6,33.53222221885606
2025,7,SSP1-2.6,33.54258164067424
2025,8,SSP1-2.6,33.59957940658333
2025,9,SSP1-2.6,33.651347665219696
2025,10,SSP1-2.6,33.69840521885606
2025,11,SSP1-2.6,33.78292391158333
2025,12,SSP1-2.6,33.86201785158333
2026,1,SSP1-2.6,33.93198132749242
2026,2,SSP1-2.6,33.92169267749242
2026,3,SSP1-2.6,33.87932664658333
2026,4,SSP1-2.6,33.80382593885606
2026,5,SSP1-2.6,33.71728591794697
2026,6,SSP1-2.6,33.64131044976515
2026,7,SSP1-2.6,33.606107837037875
2026,8,SSP1-2.6,33.662682952492425
2026,9,SSP1-2.6,33.72759351749242
2026,10,SSP1-2.6,33.754329186128786
2026,11,SSP1-2.6,33.855838265219695
2026,12,SSP1-2.6,33.95554433976515
2027,1,SSP1-2.6,33.95488568385606
2027,2,SSP1-2.6,33.898639701128786
2027,3,SSP1-2.6,33.8335500502197
2027,4,SSP1-2.6,33.769257611128786
2027,5,SSP1-2.6,33.650723086583334
2027,6,SSP1-2.6,33.54411693385606
2027,7,SSP1-2.6,33.53534631340151
2027,8,SSP1-2.6,33.58690829567424
2027,9,SSP1-2.6,33.65572211112879
2027,10,SSP1-2.6,33.716861711128786
2027,11,SSP1-2.6,33.82006596112879
2027,12,SSP1-2.6,33.91208760885606
2028,1,SSP1-2.6,33.958720629310605
2028,2,SSP1-2.6,33.93156331249242
2028,3,SSP1-2.6,33.87779183112879
2028,4,SSP1-2.6,33.74982338385606
2028,5,SSP1-2.6,33.62074425476515
2028,6,SSP1-2.6,33.55656919703788
2028,7,SSP1-2.6,33.53768046931061
2028,8,SSP1-2.6,33.54867003794697
2028,9,SSP1-2.6,33.62254121476515
2028,10,SSP1-2.6,33.73191201885606
2028,11,SSP1-2.6,33.801045046128785
2028,12,SSP1-2.6,33.84270840112879
2029,1,SSP1-2.6,33.835225351128784
2029,2,SSP1-2.6,33.81567867794697
2029,3,SSP1-2.6,33.7619120202197
2029,4,SSP1-2.6,33.68321597385606
2029,5,SSP1-2.6,33.560911522492425
2029,6,SSP1-2.6,33.44772529794697
2029,7,SSP1-2.6,33.42299909658333
2029,8,SSP1-2.6,33.48750664340152
2029,9,SSP1-2.6,33.52884964112879
2029,10,SSP1-2.6,33.634177381583335
2029,11,SSP1-2.6,33.71758391385606
2029,12,SSP1-2.6,33.77169800703788
2030,1,SSP1-2.6,33.80475040567424
2030,2,SSP1-2.6,33.81423819203788
2030,3,SSP1-2.6,33.780059383401515
2030,4,SSP1-2.6,33.70900724885606
2030,5,SSP1-2.6,33.60040422340151
2030,6,SSP1-2.6,33.50964140158333
2030,7,SSP1-2.6,33.39676140794697
2030,8,SSP1-2.6,33.370153587946966
2030,9,SSP1-2.6,33.42759772067424
2030,10,SSP1-2.6,33.4965270702197
2030,11,SSP1-2.6,33.56287285476515
2030,12,SSP1-2.6,33.635943545674245
2031,1,SSP1-2.6,33.730878524310604
2031,2,SSP1-2.6,33.73038942067424
2031,3,SSP1-2.6,33.68378985931061
2031,4,SSP1-2.6,33.60437858385606
2031,5,SSP1-2.6,33.51628727294697
2031,6,SSP1-2.6,33.41251965067424
2031,7,SSP1-2.6,33.36594263476515
2031,8,SSP1-2.6,33.3711932243106
2031,9,SSP1-2.6,33.4022439502197
2031,10,SSP1-2.6,33.465015710674244
2031,11,SSP1-2.6,33.55027249203788
2031,12,SSP1-2.6,33.68643614794697
2032,1,SSP1-2.6,33.740563791583334
2032,2,SSP1-2.6,33.77713991749242
2032,3,SSP1-2.6,33.6879073002197
2032,4,SSP1-2.6,33.622515822492424
2032,5,SSP1-2.6,33.53339988112879
2032,6,SSP1-2.6,33.43448784658333
2032,7,SSP1-2.6,33.38918379612879
2032,8,SSP1-2.6,33.418566946128784
2032,9,SSP1-2.6,33.46589132794697
2032,10,SSP1-2.6,33.51535338703788
2032,11,SSP1-2.6,33.590537637492424
2032,12,SSP1-2.6,33.65641024431061
2033,1,SSP1-2.6,33.693013572492426
2033,2,SSP1-2.6,33.67929893294697
2033,3,SSP1-2.6,33.60730247112879
2033,4,SSP1-2.6,33.52376754794697
2033,5,SSP1-2.6,33.4130984752197
2033,6,SSP1-2.6,33.32043019703788
2033,7,SSP1-2.6,33.304878475219695
2033,8,SSP1-2.6,33.37939728976515
2033,9,SSP1-2.6,33.45433743158333
2033,10,SSP1-2.6,33.50419658158334
2033,11,SSP1-2.6,33.60237045658333
2033,12,SSP1-2.6,33.706672534765154
2034,1,SSP1-2.6,33.72776672294697
2034,2,SSP1-2.6,33.72498913703788
2034,3,SSP1-2.6,33.687013189310605
2034,4,SSP1-2.6,33.58673017158333
2034,5,SSP1-2.6,33.523654576128784
2034,6,SSP1-2.6,33.43871010067424
2034,7,SSP1-2.6,33.414458397492425
2034,8,SSP1-2.6,33.46587796885606
2034,9,SSP1-2.6,33.528702849310605
2034,10,SSP1-2.6,33.64488064612879
2034,11,SSP1-2.6,33.810749269310605
2034,12,SSP1-2.6,33.9013997452197
2035,1,SSP1-2.6,33.89360180067424
2035,2,SSP1-2.6,33.85818263158333
2035,3,SSP1-2.6,33.79496034658333
2035,4,SSP1-2.6,33.732561376128785
2035,5,SSP1-2.6,33.61116999067424
2035,6,SSP1-2.6,33.517940705219694
2035,7,SSP1-2.6,33.493544200219695
2035,8,SSP1-2.6,33.503729857492424
2035,9,SSP1-2.6,33.553264912037875
2035,10,SSP1-2.6,33.61738023385606
2035,11,SSP1-2.6,33.70974583885606
2035,12,SSP1-2.6,33.80389520294697
2036,1,SSP1-2.6,33.84228449112879
2036,2,SSP1-2.6,33.78088216703788
2036,3,SSP1-2.6,33.744059347037876
2036,4,SSP1-2.6,33.644638007946966
2036,5,SSP1-2.6,33.55065815567424
2036,6,SSP1-2.6,33.50423604749243
2036,7,SSP1-2.6,33.48752579112879
2036,8,SSP1-2.6,33.52493975658333
2036,9,SSP1-2.6,33.593763043401516
2036,10,SSP1-2.6,33.64463634567424
2036,11,SSP1-2.6,33.71977046794697
2036,12,SSP1-2.6,33.79518873476515
2037,1,SSP1-2.6,33.823294491128785
2037,2,SSP1-2.6,33.76908249294697
2037,3,SSP1-2.6,33.67094265294697
2037,4,SSP1-2.6,33.59190608112878
2037,5,SSP1-2.6,33.492131994310604
2037,6,SSP1-2.6,33.41660512112879
2037,7,SSP1-2.6,33.38275805067424
2037,8,SSP1-2.6,33.42408952612879
2037,9,SSP1-2.6,33.49225097385606
2037,10,SSP1-2.6,33.62221306476515
2037,11,SSP1-2.6,33.760846935674245
2037,12,SSP1-2.6,33.82330171749242
2038,1,SSP1-2.6,33.86192533203788
2038,2,SSP1-2.6,33.86987161112879
2038,3,SSP1-2.6,33.77702830794697
2038,4,SSP1-2.6,33.67292120749242
2038,5,SSP1-2.6,33.60056615203788
2038,6,SSP1-2.6,33.5079956143106
2038,7,SSP1-2.6,33.47107750021969
2038,8,SSP1-2.6,33.47653255885606
2038,9,SSP1-2.6,33.53624651294697
2038,10,SSP1-2.6,33.62004863885606
2038,11,SSP1-2.6,33.686842502492425
2038,12,SSP1-2.6,33.780105831583334
2039,1,SSP1-2.6,33.813993000674245
2039,2,SSP1-2.6,33.780807502037874
2039,3,SSP1-2.6,33.723666735219695
2039,4,SSP1-2.6,33.63187399249242
2039,5,SSP1-2.6,33.56050504840152
2039,6,SSP1-2.6,33.5135584052197
2039,7,SSP1-2.6,33.49086961794697
2039,8,SSP1-2.6,33.500001185219695
2039,9,SSP1-2.6,33.531286986128784
2039,10,SSP1-2.6,33.632036891128784
2039,11,SSP1-2.6,33.71800071976515
2039,12,SSP1-2.6,33.80928094658333
2040,1,SSP1-2.6,33.85457081931061
2040,2,SSP1-2.6,33.86819227567424
2040,3,SSP1-2.6,33.814707061583334
2040,4,SSP1-2.6,33.752431495219696
2040,5,SSP1-2.6,33.64693295976515
2040,6,SSP1-2.6,33.558138717492426
2040,7,SSP1-2.6,33.54654010612879
2040,8,SSP1-2.6,33.55253885658333
2040,9,SSP1-2.6,33.61037982794697
2040,10,SSP1-2.6,33.645944040219696
2040,11,SSP1-2.6,33.72162174794697
2040,12,SSP1-2.6,33.79048139067424
2041,1,SSP1-2.6,33.802811648401516
2041,2,SSP1-2.6,33.80292292476515
2041,3,SSP1-2.6,33.757770562492425
2041,4,SSP1-2.6,33.667382917946966
2041,5,SSP1-2.6,33.59411842976515
2041,6,SSP1-2.6,33.52240662840151
2041,7,SSP1-2.6,33.509437051128785
2041,8,SSP1-2.6,33.52439003112879
2041,9,SSP1-2.6,33.5800440602197
2041,10,SSP1-2.6,33.62562079340152
2041,11,SSP1-2.6,33.67120024203788
2041,12,SSP1-2.6,33.701227893401516
2042,1,SSP1-2.6,33.68290673976515
2042,2,SSP1-2.6,33.67070290067424
2042,3,SSP1-2.6,33.628523337037876
2042,4,SSP1-2.6,33.53742257658333
2042,5,SSP1-2.6,33.40211500203788
2042,6,SSP1-2.6,33.3101695052197
2042,7,SSP1-2.6,33.26324403340151
2042,8,SSP1-2.6,33.29720520021969
2042,9,SSP1-2.6,33.35843396249242
2042,10,SSP1-2.6,33.42494244521969
2042,11,SSP1-2.6,33.52579362340151
2042,12,SSP1-2.6,33.64028981976515
2043,1,SSP1-2.6,33.68809042703788
2043,2,SSP1-2.6,33.651093147946966
2043,3,SSP1-2.6,33.575912427492426
2043,4,SSP1-2.6,33.51106868885606
2043,5,SSP1-2.6,33.39493645794697
2043,6,SSP1-2.6,33.304165052037874
2043,7,SSP1-2.6,33.29173288840151
2043,8,SSP1-2.6,33.298728114765154
2043,9,SSP1-2.6,33.35711825158333
2043,10,SSP1-2.6,33.434201939310604
2043,11,SSP1-2.6,33.521044738401514
2043,12,SSP1-2.6,33.60950952567424
2044,1,SSP1-2.6,33.6810719252197
2044,2,SSP1-2.6,33.65650516658333
2044,3,SSP1-2.6,33.61966931885606
2044,4,SSP1-2.6,33.49738338294697
2044,5,SSP1-2.6,33.40053576931061
2044,6,SSP1-2.6,33.31797759658333
2044,7,SSP1-2.6,33.303618791128784
2044,8,SSP1-2.6,33.32728385294697
2044,9,SSP1-2.6,33.40390038794697
2044,10,SSP1-2.6,33.51665990703788
2044,11,SSP1-2.6,33.60692678476515
2044,12,SSP1-2.6,33.664544390674244
2045,1,SSP1-2.6,33.665307492946965
2045,2,SSP1-2.6,33.63841406340151
2045,3,SSP1-2.6,33.56497063203788
2045,4,SSP1-2.6,33.49331388476515
2045,5,SSP1-2.6,33.39148693203788
2045,6,SSP1-2.6,33.30237578112879
2045,7,SSP1-2.6,33.26434524749242
2045,8,SSP1-2.6,33.21805640749242
2045,9,SSP1-2.6,33.27122553567424
2045,10,SSP1-2.6,33.358454846583335
2045,11,SSP1-2.6,33.50528035203788
2045,12,SSP1-2.6,33.61371747476515
2046,1,SSP1-2.6,33.65967999249242
2046,2,SSP1-2.6,33.63213930158333
2046,3,SSP1-2.6,33.57625865294697
2046,4,SSP1-2.6,33.443889581583335
2046,5,SSP1-2.6,33.33930593340151
2046,6,SSP1-2.6,33.214314295219694
2046,7,SSP1-2.6,33.13762319294697
2046,8,SSP1-2.6,33.1669769943106
2046,9,SSP1-2.6,33.20727239021969
2046,10,SSP1-2.6,33.2796387893106
2046,11,SSP1-2.6,33.357977051128785
2046,12,SSP1-2.6,33.45523534703788
2047,1,SSP1-2.6,33.50185889567424
2047,2,SSP1-2.6,33.45466227340152
2047,3,SSP1-2.6,33.37779678840152
2047,4,SSP1-2.6,33.238919622037876
2047,5,SSP1-2.6,33.161573704310605
2047,6,SSP1-2.6,33.07004830840152
2047,7,SSP1-2.6,33.009170592946965
2047,8,SSP1-2.6,33.00587735749242
2047,9,SSP1-2.6,33.044685440219695
2047,10,SSP1-2.6,33.11477035431061
2047,11,SSP1-2.6,33.26659007976515
2047,12,SSP1-2.6,33.400464005674245
2048,1,SSP1-2.6,33.46778192158333
2048,2,SSP1-2.6,33.43084333567424
2048,3,SSP1-2.6,33.39059181521969
2048,4,SSP1-2.6,33.31710753158333
2048,5,SSP1-2.6,33.190904296128785
2048,6,SSP1-2.6,33.11086601067424
2048,7,SSP1-2.6,33.05992229476515
2048,8,SSP1-2.6,33.122965643401514
2048,9,SSP1-2.6,33.24024072521969
2048,10,SSP1-2.6,33.298811913401515
2048,11,SSP1-2.6,33.376248705219695
2048,12,SSP1-2.6,33.48493498294697
2049,1,SSP1-2.6,33.583928304310604
2049,2,SSP1-2.6,33.58446137385606
2049,3,SSP1-2.6,33.51868554067424
2049,4,SSP1-2.6,33.41911715749242
2049,5,SSP1-2.6,33.281437147492426
2049,6,SSP1-2.6,33.185512411128784
2049,7,SSP1-2.6,33.176107732492426
2049,8,SSP1-2.6,33.196025820219695
2049,9,SSP1-2.6,33.26856422612879
2049,10,SSP1-2.6,33.343744541128785
2049,11,SSP1-2.6,33.42973184794697
2049,12,SSP1-2.6,33.575469457492424
2050,1,SSP1-2.6,33.69010707840152
2050,2,SSP1-2.6,33.69224520249242
2050,3,SSP1-2.6,33.62781784067424
2050,4,SSP1-2.6,33.52648116567424
2050,5,SSP1-2.6,33.42829258703788
2050,6,SSP1-2.6,33.343294685674245
2050,7,SSP1-2.6,33.310414281583334
2050,8,SSP1-2.6,33.34714781612879
2050,9,SSP1-2.6,33.38495273703788
2050,10,SSP1-2.6,33.425308691128784
2050,11,SSP1-2.6,33.4668820543106
2050,12,SSP1-2.6,33.54155250612879
2051,1,SSP1-2.6,33.591625970219695
2051,2,SSP1-2.6,33.59996179794697
2051,3,SSP1-2.6,33.566877356128785
2051,4,SSP1-2.6,33.482709097492425
2051,5,SSP1-2.6,33.39365091067424
2051,6,SSP1-2.6,33.314985688401514
2051,7,SSP1-2.6,33.25697636476515
2051,8,SSP1-2.6,33.27294810021969
2051,9,SSP1-2.6,33.309528961128784
2051,10,SSP1-2.6,33.4174450252197
2051,11,SSP1-2.6,33.49956948294697
2051,12,SSP1-2.6,33.56885242294697
2052,1,SSP1-2.6,33.603465866583335
2052,2,SSP1-2.6,33.58314585067424
2052,3,SSP1-2.6,33.48835128703788
2052,4,SSP1-2.6,33.40007103567424
2052,5,SSP1-2.6,33.28921754976515
2052,6,SSP1-2.6,33.222181820674244
2052,7,SSP1-2.6,33.18516025703788
2052,8,SSP1-2.6,33.24361127158333
2052,9,SSP1-2.6,33.3196416393106
2052,10,SSP1-2.6,33.406424996128784
2052,11,SSP1-2.6,33.53229883249242
2052,12,SSP1-2.6,33.62608372885606
2053,1,SSP1-2.6,33.665600442492426
2053,2,SSP1-2.6,33.64469880431061
2053,3,SSP1-2.6,33.58073152112879
2053,4,SSP1-2.6,33.47603711021969
2053,5,SSP1-2.6,33.383057858401514
2053,6,SSP1-2.6,33.287170796128784
2053,7,SSP1-2.6,33.24095943703788
2053,8,SSP1-2.6,33.28313969249242
2053,9,SSP1-2.6,33.33618558885606
2053,10,SSP1-2.6,33.403345723856056
2053,11,SSP1-2.6,33.48437777340151
2053,12,SSP1-2.6,33.637953508401516
2054,1,SSP1-2.6,33.71149640158333
2054,2,SSP1-2.6,33.66696763067424
2054,3,SSP1-2.6,33.592020300219694
2054,4,SSP1-2.6,33.49556410931061
2054,5,SSP1-2.6,33.347537532492424
2054,6,SSP1-2.6,33.2103044702197
2054,7,SSP1-2.6,33.188512227946966
2054,8,SSP1-2.6,33.22946164703788
2054,9,SSP1-2.6,33.26260097976515
2054,10,SSP1-2.6,33.31857809249242
2054,11,SSP1-2.6,33.37639610112878
2054,12,SSP1-2.6,33.470784746128786
2055,1,SSP1-2.6,33.53686062294697
2055,2,SSP1-2.6,33.487333468401516
2055,3,SSP1-2.6,33.403552704310606
2055,4,SSP1-2.6,33.29812479749242
2055,5,SSP1-2.6,33.16570420249242
2055,6,SSP1-2.6,33.06993066840151
2055,7,SSP1-2.6,33.04779240385606
2055,8,SSP1-2.6,33.09136400158333
2055,9,SSP1-2.6,33.12985456067424
2055,10,SSP1-2.6,33.18081755976515
2055,11,SSP1-2.6,33.27691093385606
2055,12,SSP1-2.6,33.33988537067424
2056,1,SSP1-2.6,33.412339441583335
2056,2,SSP1-2.6,33.38146758067424
2056,3,SSP1-2.6,33.34003785476515
2056,4,SSP1-2.6,33.2340032843106
2056,5,SSP1-2.6,33.10406973385606
2056,6,SSP1-2.6,32.997845105219696
2056,7,SSP1-2.6,32.945885217492425
2056,8,SSP1-2.6,32.97584620340152
2056,9,SSP1-2.6,33.06293519840151
2056,10,SSP1-2.6,33.15205838203788
2056,11,SSP1-2.6,33.26489236067424
2056,12,SSP1-2.6,33.357962709765154
2057,1,SSP1-2.6,33.40540267976515
2057,2,SSP1-2.6,33.436678731583335
2057,3,SSP1-2.6,33.38335950885606
2057,4,SSP1-2.6,33.310517183401515
2057,5,SSP1-2.6,33.17031160067424
2057,6,SSP1-2.6,33.049888557037875
